trade_date,ticker,sector,company_name,shares_held,buy_price,close_price,adj_close,volume,daily_return,cumulative_return,market_value,cost_basis,unrealized_pnl,pnl_pct
2025-08-06,V,Financials,Visa Inc.,20.0,210.0,339.74,337.0775,5944100,0.00684587,0.5753464,6741.549999999999,4200.0,2541.5499999999993,60.513095238095225
2025-08-06,XOM,Energy,ExxonMobil Holdings Corporation,45.0,72.0,106.51,103.2197,15321800,-0.00680765,0.89773143,4644.8865000000005,3240.0,1404.8865000000005,43.36069444444445
2025-08-07,AAPL,Technology,Apple Inc.,50.0,145.0,220.03,219.1605,90224800,0.03179363,0.231656,10958.025000000001,7250.0,3708.0250000000015,51.14517241379312
2025-08-07,AMZN,Consumer,"Amazon.com, Inc.",30.0,140.0,223.13,223.13,40603500,0.00368854,0.30941378,6693.9,4200.0,2493.8999999999996,59.378571428571426
2025-08-07,BRK-B,Financials,Berkshire Hathaway Inc.,12.0,310.0,461.47,461.47,5755700,-0.01586658,0.53419329,5537.64,3720.0,1817.6400000000003,48.86129032258065
2025-08-07,CAT,Industrials,Caterpillar Inc.,15.0,210.0,417.12,413.3987,4261100,-0.02478272,1.16449082,6200.980500000001,3150.0,3050.9805000000006,96.85652380952382
2025-08-07,CVX,Energy,Chevron Corporation,25.0,125.0,153.16,147.0031,6510400,0.00248707,0.47612444,3675.0775,3125.0,550.0774999999999,17.602479999999993
2025-08-07,GOOGL,Technology,Alphabet Inc.,20.0,130.0,196.52,195.961,26321800,0.00219299,0.36351902,3919.2200000000003,2600.0,1319.2200000000003,50.73923076923078
2025-08-07,GS,Financials,"The Goldman Sachs Group, Inc.",10.0,350.0,719.74,705.5371,1400400,-0.00689912,0.9942454,7055.371,3500.0,3555.371,101.58202857142857
2025-08-07,HON,Industrials,Honeywell International Inc.,20.0,195.0,214.083,209.5091,2936353,-0.01208738,0.12759457,4190.182,3900.0,290.1819999999998,7.440564102564097
2025-08-07,JNJ,Healthcare,Johnson & Johnson,35.0,165.0,171.53,167.3486,9315900,0.00551038,0.10898715,5857.201,5775.0,82.20100000000002,1.423393939393942
2025-08-07,JPM,Financials,JPMorgan Chase & Co.,25.0,150.0,286.94,281.5537,8057100,-0.01513637,0.96143297,7038.8425,3750.0,3288.8424999999997,87.70246666666665
2025-08-07,KO,Consumer,The Coca-Cola Company,60.0,58.0,70.43,68.4903,15790800,0.01323607,0.31883564,4109.418000000001,3480.0,629.4180000000006,18.086724137931043
2025-08-07,MSFT,Technology,Microsoft Corporation,30.0,290.0,520.84,516.7128,16079100,-0.0078104,0.60239705,15501.384,8700.0,6801.384,78.1768275862069
2025-08-07,NVDA,Technology,NVIDIA Corporation,40.0,220.0,180.77,180.5296,151878400,0.00752422,5.01242253,7221.183999999999,8800.0,-1578.8160000000007,-17.941090909090914
2025-08-07,PFE,Healthcare,Pfizer Inc.,100.0,48.0,24.23,23.0382,45494400,0.01253906,-0.48378409,2303.82,4800.0,-2496.18,-52.003750000000004
2025-08-07,PG,Consumer,The Procter & Gamble Company,40.0,155.0,153.49,150.2184,6719000,0.00412161,0.03436751,6008.736,6200.0,-191.26400000000012,-3.0849032258064497
2025-08-07,UNH,Healthcare,UnitedHealth Group Incorporated,10.0,470.0,244.67,238.2882,11369900,-0.00451604,-0.48557487,2382.882,4700.0,-2317.118,-49.300382978723405
2025-08-07,V,Financials,Visa Inc.,20.0,210.0,332.09,329.4874,8797100,-0.02251737,0.53987374,6589.748,4200.0,2389.7479999999996,56.8987619047619
2025-08-07,XOM,Energy,ExxonMobil Holdings Corporation,45.0,72.0,105.95,102.677,13468300,-0.00525772,0.88775369,4620.465,3240.0,1380.4650000000001,42.60694444444446
2025-08-08,AAPL,Technology,Apple Inc.,50.0,145.0,229.35,228.4437,113854000,0.042358,0.28382649,11422.185,7250.0,4172.1849999999995,57.54737931034484
2025-08-08,AMZN,Consumer,"Amazon.com, Inc.",30.0,140.0,222.69,222.69,32970500,-0.00197194,0.30683169,6680.7,4200.0,2480.7,59.06428571428572
2025-08-08,BRK-B,Financials,Berkshire Hathaway Inc.,12.0,310.0,465.4,465.4,3330600,0.00851626,0.54725888,5584.799999999999,3720.0,1864.7999999999993,50.12903225806451
2025-08-08,CAT,Industrials,Caterpillar Inc.,15.0,210.0,416.52,412.8041,2965200,-0.00143832,1.16137759,6192.0615,3150.0,3042.0615,96.57338095238094
2025-08-08,CVX,Energy,Chevron Corporation,25.0,125.0,155.01,148.7787,6332800,0.01207866,0.49395404,3719.4674999999997,3125.0,594.4674999999997,19.02295999999999
2025-08-08,GOOGL,Technology,Alphabet Inc.,20.0,130.0,201.42,200.847,39161800,0.02493353,0.39751637,4016.94,2600.0,1416.94,54.49769230769231
2025-08-08,GS,Financials,"The Goldman Sachs Group, Inc.",10.0,350.0,721.27,707.037,1275400,0.0021259,0.99848496,7070.370000000001,3500.0,3570.370000000001,102.01057142857144
2025-08-08,HON,Industrials,Honeywell International Inc.,20.0,195.0,213.8162,209.2479,3095184,-0.00124672,0.12618877,4184.958,3900.0,284.95799999999963,7.3066153846153785
2025-08-08,JNJ,Healthcare,Johnson & Johnson,35.0,165.0,173.33,169.1047,7686800,0.01049366,0.12062448,5918.6645,5775.0,143.66449999999986,2.487696969696975
2025-08-08,JPM,Financials,JPMorgan Chase & Co.,25.0,150.0,288.76,283.3395,6634100,0.00634266,0.97387368,7083.487499999999,3750.0,3333.4874999999993,88.89299999999999
2025-08-08,KO,Consumer,The Coca-Cola Company,60.0,58.0,70.34,68.4028,9232700,-0.00127755,0.31715076,4104.168,3480.0,624.1679999999997,17.935862068965516
2025-08-08,MSFT,Technology,Microsoft Corporation,30.0,290.0,522.04,517.9031,15531000,0.0023036,0.60608834,15537.093,8700.0,6837.093000000001,78.58727586206896
2025-08-08,NVDA,Technology,NVIDIA Corporation,40.0,220.0,182.7,182.457,123396700,0.01067637,5.07661335,7298.28,8800.0,-1501.7200000000003,-17.065
2025-08-08,PFE,Healthcare,Pfizer Inc.,100.0,48.0,24.58,23.3709,36377000,0.01444123,-0.47632929,2337.0899999999997,4800.0,-2462.9100000000003,-51.310625
2025-08-08,PG,Consumer,The Procter & Gamble Company,40.0,155.0,153.51,150.2379,5811000,0.00012981,0.03450178,6009.516,6200.0,-190.48400000000038,-3.0723225806451637
2025-08-08,UNH,Healthcare,UnitedHealth Group Incorporated,10.0,470.0,250.89,244.346,10185700,0.02542216,-0.47249708,2443.46,4700.0,-2256.54,-48.011489361702125
2025-08-08,V,Financials,Visa Inc.,20.0,210.0,336.78,334.1407,6073900,0.01412285,0.56162114,6682.813999999999,4200.0,2482.8139999999994,59.114619047619044
2025-08-08,XOM,Energy,ExxonMobil Holdings Corporation,45.0,72.0,106.8,103.5008,14417700,0.00802322,0.90289956,4657.536,3240.0,1417.536,43.75111111111111
2025-08-11,AAPL,Technology,Apple Inc.,50.0,145.0,227.18,226.5391,61806100,-0.00833728,0.27312286,11326.955,7250.0,4076.955,56.233862068965514
2025-08-11,AMZN,Consumer,"Amazon.com, Inc.",30.0,140.0,221.3,221.3,31646200,-0.00624186,0.29867462,6639.0,4200.0,2439.0,58.071428571428584
2025-08-11,BRK-B,Financials,Berkshire Hathaway Inc.,12.0,310.0,464.73,464.73,3712100,-0.00143962,0.54503142,5576.76,3720.0,1856.7600000000002,49.91290322580646
2025-08-11,CAT,Industrials,Caterpillar Inc.,15.0,210.0,408.54,404.8953,3416000,-0.01915872,1.11996835,6073.4295,3150.0,2923.4295,92.80728571428573
2025-08-11,CVX,Energy,Chevron Corporation,25.0,125.0,153.45,147.2814,6169700,-0.01006394,0.47891898,3682.035,3125.0,557.0349999999999,17.82511999999999
2025-08-11,GOOGL,Technology,Alphabet Inc.,20.0,130.0,201.0,200.4282,25832400,-0.00208517,0.39460231,4008.5640000000003,2600.0,1408.5640000000003,54.175538461538466
2025-08-11,GS,Financials,"The Goldman Sachs Group, Inc.",10.0,350.0,719.24,705.047,1273500,-0.00281456,0.9928601,7050.47,3500.0,3550.4700000000003,101.44200000000001
2025-08-11,HON,Industrials,Honeywell International Inc.,20.0,195.0,213.9545,209.3833,2439424,0.00064708,0.1269175,4187.666,3900.0,287.66600000000017,7.376051282051277
2025-08-11,JNJ,Healthcare,Johnson & Johnson,35.0,165.0,173.82,169.5828,7256800,0.00282724,0.12379276,5935.398,5775.0,160.39800000000014,2.7774545454545407
2025-08-11,JPM,Financials,JPMorgan Chase & Co.,25.0,150.0,289.56,284.1245,5510100,0.00277053,0.97934235,7103.1125,3750.0,3353.1125,89.41633333333334
2025-08-11,KO,Consumer,The Coca-Cola Company,60.0,58.0,70.75,68.8015,10909400,0.00582871,0.32482805,4128.09,3480.0,648.0900000000001,18.623275862068972
2025-08-11,MSFT,Technology,Microsoft Corporation,30.0,290.0,521.77,517.6353,20194400,-0.00051709,0.60525785,15529.059000000001,8700.0,6829.059000000001,78.49493103448278
2025-08-11,NVDA,Technology,NVIDIA Corporation,40.0,220.0,182.06,181.8178,138323200,-0.00350329,5.0553252,7272.712,8800.0,-1527.2879999999996,-17.35554545454545
2025-08-11,PFE,Healthcare,Pfizer Inc.,100.0,48.0,24.58,23.3709,38115700,0.0,-0.47632929,2337.0899999999997,4800.0,-2462.9100000000003,-51.310625
2025-08-11,PG,Consumer,The Procter & Gamble Company,40.0,155.0,154.98,151.6766,7331700,0.00957615,0.04440832,6067.064,6200.0,-132.9359999999997,-2.1441290322580597
2025-08-11,UNH,Healthcare,UnitedHealth Group Incorporated,10.0,470.0,252.37,245.7874,11779500,0.00589901,-0.46938533,2457.874,4700.0,-2242.126,-47.7048085106383
2025-08-11,V,Financials,Visa Inc.,20.0,210.0,335.9,333.2676,5715800,-0.00261297,0.55754067,6665.352000000001,4200.0,2465.3520000000008,58.69885714285715
2025-08-11,XOM,Energy,ExxonMobil Holdings Corporation,45.0,72.0,105.83,102.5608,13570700,-0.00908206,0.88561732,4615.236,3240.0,1375.2359999999999,42.44555555555556
2025-08-12,AAPL,Technology,Apple Inc.,50.0,145.0,229.65,229.0021,55626200,0.0108723,0.28696463,11450.105000000001,7250.0,4200.105000000001,57.932482758620694
2025-08-12,AMZN,Consumer,"Amazon.com, Inc.",30.0,140.0,221.47,221.47,37185800,0.00076819,0.29967225,6644.1,4200.0,2444.1000000000004,58.19285714285714
2025-08-12,BRK-B,Financials,Berkshire Hathaway Inc.,12.0,310.0,470.39,470.39,3767300,0.01217911,0.56384853,5644.68,3720.0,1924.6800000000003,51.73870967741935
2025-08-12,CAT,Industrials,Caterpillar Inc.,15.0,210.0,412.71,409.0281,2765100,0.01020708,1.14160705,6135.4215,3150.0,2985.4215000000004,94.7752857142857
2025-08-12,CVX,Energy,Chevron Corporation,25.0,125.0,154.44,148.2317,6641600,0.00645227,0.48846137,3705.7924999999996,3125.0,580.7924999999996,18.58535999999999
2025-08-12,GOOGL,Technology,Alphabet Inc.,20.0,130.0,203.34,202.7616,30397900,0.01164207,0.41083838,4055.232,2600.0,1455.232,55.97046153846152
2025-08-12,GS,Financials,"The Goldman Sachs Group, Inc.",10.0,350.0,743.38,728.7107,2418100,0.03356329,1.05974705,7287.107,3500.0,3787.107,108.20305714285713
2025-08-12,HON,Industrials,Honeywell International Inc.,20.0,195.0,214.5081,209.925,4400635,0.00258712,0.12983297,4198.5,3900.0,298.5,7.6538461538461595
2025-08-12,JNJ,Healthcare,Johnson & Johnson,35.0,165.0,172.78,168.5681,7916700,-0.00598351,0.11706854,5899.8835,5775.0,124.88349999999991,2.1624848484848407
2025-08-12,JPM,Financials,JPMorgan Chase & Co.,25.0,150.0,292.85,287.3527,8570900,0.01136192,1.00183148,7183.817500000001,3750.0,3433.817500000001,91.56846666666668
2025-08-12,KO,Consumer,The Coca-Cola Company,60.0,58.0,70.71,68.7626,11061100,-0.00056539,0.324079,4125.756,3480.0,645.7560000000003,18.556206896551735
2025-08-12,MSFT,Technology,Microsoft Corporation,30.0,290.0,529.24,525.0461,18667000,0.01431664,0.62823976,15751.383000000002,8700.0,7051.383000000002,81.05037931034484
2025-08-12,NVDA,Technology,NVIDIA Corporation,40.0,220.0,183.16,182.9164,145485700,0.00604231,5.09191337,7316.656000000001,8800.0,-1483.3439999999991,-16.856181818181813
2025-08-12,PFE,Healthcare,Pfizer Inc.,100.0,48.0,24.65,23.4375,34402700,0.0028497,-0.47483699,2343.75,4800.0,-2456.25,-51.171875
2025-08-12,PG,Consumer,The Procter & Gamble Company,40.0,155.0,155.09,151.7843,6938000,0.00071006,0.04514991,6071.372,6200.0,-128.6279999999997,-2.0746451612903214
2025-08-12,UNH,Healthcare,UnitedHealth Group Incorporated,10.0,470.0,261.57,254.7474,12171800,0.03645427,-0.45004216,2547.474,4700.0,-2152.526,-45.798425531914894
2025-08-12,V,Financials,Visa Inc.,20.0,210.0,336.74,334.6889,5682800,0.00426474,0.56418318,6693.778,4200.0,2493.7780000000002,59.37566666666666
2025-08-12,XOM,Energy,ExxonMobil Holdings Corporation,45.0,72.0,106.13,102.8515,14109400,0.00283442,0.89096194,4628.3175,3240.0,1388.3175,42.84930555555555
2025-08-13,AAPL,Technology,Apple Inc.,50.0,145.0,233.33,232.6718,69878500,0.01602474,0.30758791,11633.59,7250.0,4383.59,60.46331034482758
2025-08-13,AMZN,Consumer,"Amazon.com, Inc.",30.0,140.0,224.56,224.56,36508300,0.01395223,0.31780557,6736.8,4200.0,2536.8,60.4
2025-08-13,BRK-B,Financials,Berkshire Hathaway Inc.,12.0,310.0,477.31,477.31,4629400,0.0147112,0.58685462,5727.72,3720.0,2007.7200000000003,53.97096774193548
2025-08-13,CAT,Industrials,Caterpillar Inc.,15.0,210.0,413.7,410.0093,4403000,0.00239886,1.14674446,6150.1395,3150.0,3000.1395,95.2425238095238
2025-08-13,CVX,Energy,Chevron Corporation,25.0,125.0,155.87,149.6041,6581900,0.00925848,0.50224226,3740.1024999999995,3125.0,615.1024999999995,19.683279999999993
2025-08-13,GOOGL,Technology,Alphabet Inc.,20.0,130.0,201.96,201.3855,28342900,-0.00678679,0.40126332,4027.71,2600.0,1427.71,54.91192307692309
2025-08-13,GS,Financials,"The Goldman Sachs Group, Inc.",10.0,350.0,744.69,729.9948,1862600,0.00176215,1.06337664,7299.948,3500.0,3799.9480000000003,108.56994285714288
2025-08-13,HON,Industrials,Honeywell International Inc.,20.0,195.0,217.2066,212.5659,3670416,0.01258021,0.14404651,4251.318,3900.0,351.3180000000002,9.008153846153846
2025-08-13,JNJ,Healthcare,Johnson & Johnson,35.0,165.0,174.42,170.1682,5878700,0.00949231,0.12767209,5955.887000000001,5775.0,180.88700000000063,3.132242424242432
2025-08-13,JPM,Financials,JPMorgan Chase & Co.,25.0,150.0,290.53,285.0763,8420400,-0.00792197,0.98597303,7126.9075,3750.0,3376.9075000000003,90.05086666666668
2025-08-13,KO,Consumer,The Coca-Cola Company,60.0,58.0,70.46,68.5195,10356500,-0.00353535,0.31939791,4111.17,3480.0,631.1700000000001,18.13706896551723
2025-08-13,MSFT,Technology,Microsoft Corporation,30.0,290.0,520.58,516.4548,19619200,-0.01636294,0.60159696,15493.644,8700.0,6793.644,78.0878620689655
2025-08-13,NVDA,Technology,NVIDIA Corporation,40.0,220.0,181.59,181.3485,179871700,-0.00857168,5.03969546,7253.9400000000005,8800.0,-1546.0599999999995,-17.568863636363634
2025-08-13,PFE,Healthcare,Pfizer Inc.,100.0,48.0,25.16,23.9224,40176500,0.02068907,-0.46397186,2392.24,4800.0,-2407.76,-50.16166666666667
2025-08-13,PG,Consumer,The Procter & Gamble Company,40.0,155.0,155.41,152.0975,5812400,0.00206345,0.04730653,6083.9,6200.0,-116.10000000000036,-1.8725806451612925
2025-08-13,UNH,Healthcare,UnitedHealth Group Incorporated,10.0,470.0,271.81,264.7203,19480300,0.03914819,-0.42851231,2647.203,4700.0,-2052.797,-43.676531914893616
2025-08-13,V,Financials,Visa Inc.,20.0,210.0,342.55,340.4635,5693400,0.01725363,0.59117102,6809.27,4200.0,2609.2700000000004,62.12547619047619
2025-08-13,XOM,Energy,ExxonMobil Holdings Corporation,45.0,72.0,107.6,104.2761,17958700,0.01385104,0.91715373,4692.4245,3240.0,1452.4245,44.82791666666667
2025-08-14,AAPL,Technology,Apple Inc.,50.0,145.0,232.78,232.1233,51916300,-0.0023574,0.3045054,11606.165,7250.0,4356.165000000001,60.08503448275862
2025-08-14,AMZN,Consumer,"Amazon.com, Inc.",30.0,140.0,230.98,230.98,61545800,0.02858924,0.35548064,6929.4,4200.0,2729.3999999999996,64.98571428571428
2025-08-14,BRK-B,Financials,Berkshire Hathaway Inc.,12.0,310.0,479.22,479.22,4187100,0.00400159,0.59320456,5750.64,3720.0,2030.6400000000003,54.587096774193554
2025-08-14,CAT,Industrials,Caterpillar Inc.,15.0,210.0,417.5,413.7754,3676000,0.0091854,1.16646317,6206.630999999999,3150.0,3056.6309999999994,97.03590476190476
2025-08-14,CVX,Energy,Chevron Corporation,25.0,125.0,155.16,148.9227,7337300,-0.00455469,0.49540001,3723.0674999999997,3125.0,598.0674999999997,19.138159999999992
2025-08-14,GOOGL,Technology,Alphabet Inc.,20.0,130.0,202.94,202.3627,25230400,0.00485239,0.40806278,4047.254,2600.0,1447.254,55.66361538461537
2025-08-14,GS,Financials,"The Goldman Sachs Group, Inc.",10.0,350.0,747.2,732.4553,1371200,0.00337057,1.0703314,7324.553,3500.0,3824.553,109.27294285714284
2025-08-14,HON,Industrials,Honeywell International Inc.,20.0,195.0,215.6844,211.0762,3007069,-0.00700818,0.13602882,4221.524,3900.0,321.52400000000034,8.24420512820513
2025-08-14,JNJ,Healthcare,Johnson & Johnson,35.0,165.0,174.72,170.4608,8241700,0.00171948,0.1296111,5966.128000000001,5775.0,191.1280000000006,3.309575757575761
2025-08-14,JPM,Financials,JPMorgan Chase & Co.,25.0,150.0,294.16,288.6381,6322400,0.0124942,1.01078617,7215.9525,3750.0,3465.9525000000003,92.4254
2025-08-14,KO,Consumer,The Coca-Cola Company,60.0,58.0,69.55,67.6345,10722400,-0.01291603,0.30235653,4058.07,3480.0,578.0700000000002,16.611206896551728
2025-08-14,MSFT,Technology,Microsoft Corporation,30.0,290.0,522.48,518.3397,20269100,0.00364969,0.60744229,15550.190999999999,8700.0,6850.190999999999,78.7378275862069
2025-08-14,NVDA,Technology,NVIDIA Corporation,40.0,220.0,182.02,181.7779,129554000,0.00236782,5.05399636,7271.116,8800.0,-1528.884,-17.373681818181826
2025-08-14,PFE,Healthcare,Pfizer Inc.,100.0,48.0,25.11,23.8749,32514000,-0.00198559,-0.46503619,2387.4900000000002,4800.0,-2412.5099999999998,-50.260625000000005
2025-08-14,PG,Consumer,The Procter & Gamble Company,40.0,155.0,153.74,150.463,6343700,-0.0107464,0.03605176,6018.5199999999995,6200.0,-181.48000000000047,-2.927096774193552
2025-08-14,UNH,Healthcare,UnitedHealth Group Incorporated,10.0,470.0,271.49,264.4086,25011100,-0.00117747,-0.42918522,2644.086,4700.0,-2055.914,-43.74285106382979
2025-08-14,V,Financials,Visa Inc.,20.0,210.0,345.49,343.3856,6224000,0.00858271,0.60482758,6867.712,4200.0,2667.7120000000004,63.51695238095238
2025-08-14,XOM,Energy,ExxonMobil Holdings Corporation,45.0,72.0,107.38,104.0629,13683500,-0.00204457,0.91323397,4682.8305,3240.0,1442.8305,44.53180555555555
2025-08-15,AAPL,Technology,Apple Inc.,50.0,145.0,231.59,230.9367,56038700,-0.00511194,0.29783685,11546.835000000001,7250.0,4296.835000000001,59.266689655172414
2025-08-15,AMZN,Consumer,"Amazon.com, Inc.",30.0,140.0,231.03,231.03,39649200,0.00021647,0.35577406,6930.9,4200.0,2730.8999999999996,65.02142857142857
2025-08-15,BRK-B,Financials,Berkshire Hathaway Inc.,12.0,310.0,477.2,477.2,5229800,-0.00421518,0.58648891,5726.4,3720.0,2006.3999999999996,53.93548387096774
2025-08-15,CAT,Industrials,Caterpillar Inc.,15.0,210.0,407.79,404.152,3107400,-0.02325755,1.11607655,6062.28,3150.0,2912.2799999999997,92.45333333333333
2025-08-15,CVX,Energy,Chevron Corporation,25.0,125.0,156.55,150.2568,11617000,0.00895834,0.50879631,3756.42,3125.0,631.4200000000001,20.20544
2025-08-15,GOOGL,Technology,Alphabet Inc.,20.0,130.0,203.9,203.32,34931400,0.00473061,0.41472379,4066.3999999999996,2600.0,1466.3999999999996,56.39999999999999
2025-08-15,GS,Financials,"The Goldman Sachs Group, Inc.",10.0,350.0,730.72,716.3005,1645900,-0.02205568,1.02466883,7163.005000000001,3500.0,3663.005000000001,104.65728571428572
2025-08-15,HON,Industrials,Honeywell International Inc.,20.0,195.0,214.2709,210.7845,2772970,-0.00138197,0.13445887,4215.6900000000005,3900.0,315.6900000000005,8.09461538461539
2025-08-15,JNJ,Healthcare,Johnson & Johnson,35.0,165.0,176.64,172.334,9477600,0.01098904,0.14202444,6031.6900000000005,5775.0,256.6900000000005,4.444848484848487
2025-08-15,JPM,Financials,JPMorgan Chase & Co.,25.0,150.0,290.49,285.037,7340500,-0.01247618,0.98569925,7125.924999999999,3750.0,3375.9249999999993,90.02466666666665
2025-08-15,KO,Consumer,The Coca-Cola Company,60.0,58.0,69.92,67.9943,12381100,0.00531977,0.30928476,4079.658,3480.0,599.6579999999999,17.231551724137923
2025-08-15,MSFT,Technology,Microsoft Corporation,30.0,290.0,520.17,516.048,25213300,-0.00442123,0.60033542,15481.44,8700.0,6781.4400000000005,77.94758620689656
2025-08-15,NVDA,Technology,NVIDIA Corporation,40.0,220.0,180.45,180.21,156602200,-0.00862536,5.00177845,7208.400000000001,8800.0,-1591.5999999999995,-18.086363636363632
2025-08-15,PFE,Healthcare,Pfizer Inc.,100.0,48.0,25.14,23.9034,31844800,0.00119372,-0.46439759,2390.34,4800.0,-2409.66,-50.201249999999995
2025-08-15,PG,Consumer,The Procter & Gamble Company,40.0,155.0,154.36,151.0698,7121700,0.00403289,0.04023004,6042.7919999999995,6200.0,-157.20800000000054,-2.5356129032258155
2025-08-15,UNH,Healthcare,UnitedHealth Group Incorporated,10.0,470.0,304.01,296.0804,68198500,0.11978355,-0.360811,2960.804,4700.0,-1739.196,-37.004170212765956
2025-08-15,V,Financials,Visa Inc.,20.0,210.0,344.47,342.3718,4946600,-0.00295237,0.60008955,6847.436,4200.0,2647.4359999999997,63.034190476190474
2025-08-15,XOM,Energy,ExxonMobil Holdings Corporation,45.0,72.0,106.49,104.1607,19271900,0.00093982,0.91503205,4687.2315,3240.0,1447.2314999999999,44.667638888888895
2025-08-18,AAPL,Technology,Apple Inc.,50.0,145.0,230.89,230.2386,37476200,-0.00302291,0.29391361,11511.93,7250.0,4261.93,58.785241379310335
2025-08-18,AMZN,Consumer,"Amazon.com, Inc.",30.0,140.0,231.49,231.49,25248900,0.00199108,0.35847351,6944.700000000001,4200.0,2744.7000000000007,65.35000000000001
2025-08-18,BRK-B,Financials,Berkshire Hathaway Inc.,12.0,310.0,478.52,478.52,3911300,0.00276614,0.59087736,5742.24,3720.0,2022.2399999999998,54.361290322580636
2025-08-18,CAT,Industrials,Caterpillar Inc.,15.0,210.0,412.64,408.9587,3185200,0.0118933,1.14124368,6134.3805,3150.0,2984.3805,94.74223809523811
2025-08-18,CVX,Energy,Chevron Corporation,25.0,125.0,155.32,149.0763,8174300,-0.00785655,0.49694238,3726.9075000000003,3125.0,601.9075000000003,19.26104
2025-08-18,GOOGL,Technology,Alphabet Inc.,20.0,130.0,203.5,202.9211,18526600,-0.00196193,0.4119482,4058.422,2600.0,1458.422,56.09315384615384
2025-08-18,GS,Financials,"The Goldman Sachs Group, Inc.",10.0,350.0,730.96,716.5358,1157800,0.00032849,1.02533392,7165.358,3500.0,3665.358,104.72451428571428
2025-08-18,HON,Industrials,Honeywell International Inc.,20.0,195.0,213.9051,210.4247,4161174,-0.00170696,0.1325224,4208.494,3900.0,308.4939999999997,7.910102564102566
2025-08-18,JNJ,Healthcare,Johnson & Johnson,35.0,165.0,176.25,171.9536,9284000,-0.00220734,0.1395036,6018.376,5775.0,243.3760000000002,4.214303030303027
2025-08-18,JPM,Financials,JPMorgan Chase & Co.,25.0,150.0,291.53,286.0575,5386900,0.00358024,0.99280852,7151.4375,3750.0,3401.4375,90.705
2025-08-18,KO,Consumer,The Coca-Cola Company,60.0,58.0,69.13,67.2261,14094900,-0.01129801,0.29449246,4033.5660000000003,3480.0,553.5660000000003,15.907068965517245
2025-08-18,MSFT,Technology,Microsoft Corporation,30.0,290.0,517.1,513.0024,23760600,-0.00590178,0.5908906,15390.071999999998,8700.0,6690.071999999998,76.89737931034482
2025-08-18,NVDA,Technology,NVIDIA Corporation,40.0,220.0,182.01,181.7679,132008000,0.00864491,5.05366331,7270.716,8800.0,-1529.2839999999997,-17.378227272727273
2025-08-18,PFE,Healthcare,Pfizer Inc.,100.0,48.0,25.07,23.8368,35623300,-0.00278621,-0.46588989,2383.68,4800.0,-2416.32,-50.339999999999996
2025-08-18,PG,Consumer,The Procter & Gamble Company,40.0,155.0,155.72,152.4008,8274500,0.0088105,0.04939498,6096.032,6200.0,-103.96799999999985,-1.6769032258064493
2025-08-18,UNH,Healthcare,UnitedHealth Group Incorporated,10.0,470.0,308.49,300.4435,39600500,0.0147362,-0.35139178,3004.4349999999995,4700.0,-1695.5650000000005,-36.075851063829795
2025-08-18,V,Financials,Visa Inc.,20.0,210.0,342.74,340.6523,3999600,-0.00502232,0.59205339,6813.046,4200.0,2613.0460000000003,62.21538095238096
2025-08-18,XOM,Energy,ExxonMobil Holdings Corporation,45.0,72.0,106.72,104.3857,13040000,0.00216012,0.91916876,4697.3565,3240.0,1457.3564999999999,44.98013888888889
2025-08-19,AAPL,Technology,Apple Inc.,50.0,145.0,230.56,229.9096,39402600,-0.00142895,0.29206467,11495.480000000001,7250.0,4245.480000000001,58.55834482758622
2025-08-19,AMZN,Consumer,"Amazon.com, Inc.",30.0,140.0,228.01,228.01,29891000,-0.01503305,0.33805152,6840.299999999999,4200.0,2640.2999999999993,62.86428571428571
2025-08-19,BRK-B,Financials,Berkshire Hathaway Inc.,12.0,310.0,485.31,485.31,4726400,0.01418958,0.61345125,5823.72,3720.0,2103.7200000000003,56.55161290322581
2025-08-19,CAT,Industrials,Caterpillar Inc.,15.0,210.0,416.09,412.378,3543600,0.00836099,1.1591466,6185.67,3150.0,3035.67,96.37047619047618
2025-08-19,CVX,Energy,Chevron Corporation,25.0,125.0,152.0,147.5138,8567500,-0.01048121,0.48125261,3687.8450000000003,3125.0,562.8450000000003,18.011040000000005
2025-08-19,GOOGL,Technology,Alphabet Inc.,20.0,130.0,201.57,200.9966,24240200,-0.00948398,0.3985573,4019.932,2600.0,1419.9319999999998,54.61276923076923
2025-08-19,GS,Financials,"The Goldman Sachs Group, Inc.",10.0,350.0,721.38,707.1448,1856400,-0.01310611,0.99878967,7071.448,3500.0,3571.4480000000003,102.04137142857144
2025-08-19,HON,Industrials,Honeywell International Inc.,20.0,195.0,214.2412,210.7553,2404421,0.00157111,0.13430171,4215.106,3900.0,315.10599999999977,8.079641025641028
2025-08-19,JNJ,Healthcare,Johnson & Johnson,35.0,165.0,177.8,173.4658,9274200,0.00879423,0.14952466,6071.303,5775.0,296.3029999999999,5.13078787878788
2025-08-19,JPM,Financials,JPMorgan Chase & Co.,25.0,150.0,290.66,285.2039,6031500,-0.00298402,0.98686195,7130.0975,3750.0,3380.0975,90.13593333333331
2025-08-19,KO,Consumer,The Coca-Cola Company,60.0,58.0,70.13,68.1986,13862200,0.01446611,0.31321872,4091.916,3480.0,611.9160000000002,17.583793103448276
2025-08-19,MSFT,Technology,Microsoft Corporation,30.0,290.0,509.77,505.7304,21481000,-0.01417537,0.56833913,15171.911999999998,8700.0,6471.911999999998,74.38979310344827
